T,A
0.475,-1
0.476,-0.809016994374929
0.477,-0.309016994374942
0.478,0.309016994374984
0.479,0.809016994374955
0.48,1
0.481,0.809016994374969
0.482,0.309016994374952
0.483,-0.309016994374919
0.484,-0.809016994374949
0.485,-1
0.486,-0.809016994374942
0.487,-0.309016994374962
0.488,0.309016994374963
0.489,0.809016994374943
0.49,1
0.491,0.809016994374948
0.492,0.309016994374972
0.493,-0.309016994374953
0.494,-0.809016994374936
0.495,-1
0.496,-0.809016994374955
0.497,-0.309016994374929
0.498,0.309016994374943
0.499,0.809016994374963
0.5,1
0.501,0.809016994374961
0.502,0.309016994374939
0.503,-0.309016994374932
0.504,-0.809016994374957
0.505,-1
0.506,-0.809016994374934
0.507,-0.309016994374949
0.508,0.309016994374976
0.509,0.809016994374951
0.51,1
0.511,0.80901699437494
0.512,0.309016994374959
0.513,-0.309016994374966
0.514,-0.809016994374944
0.515,-1
0.516,-0.809016994374946
0.517,-0.309016994374916
0.518,0.309016994374956
0.519,0.809016994374971
0.52,1
0.521,0.809016994374953
0.522,0.309016994374926
0.523,-0.309016994374945
0.524,-0.809016994374965
0.525,-1
0.526,-0.809016994374926
0.527,-0.309016994374936
0.528,0.309016994374989
0.529,0.809016994374958
0.53,1
0.531,0.809016994374932
0.532,0.309016994374946
0.533,-0.309016994374979
0.534,-0.809016994374952
0.535,-1
0.536,-0.809016994374938
0.537,-0.309016994374902
0.538,0.309016994374969
0.539,0.809016994374946
0.54,1
0.541,0.809016994374945
0.542,0.309016994374913
0.543,-0.309016994374958
0.544,-0.809016994374973
0.545,-1
0.546,-0.809016994374918
0.547,-0.309016994374923
0.548,0.309016994374948
0.549,0.809016994374967
0.55,1
0.551,0.809016994374924
0.552,0.309016994374933
0.553,-0.309016994374992
0.554,-0.80901699437496
0.555,-1
0.556,-0.80901699437493
0.557,-0.309016994374889
0.558,0.309016994374982
0.559,0.809016994374954
0.56,1
0.561,0.809016994374937
0.562,0.3090169943749
0.563,-0.309016994374971
0.564,-0.809016994374981
0.565,-1
0.566,-0.80901699437491
0.567,-0.30901699437491
0.568,0.309016994374961
0.569,0.809016994374975
0.57,1
0.571,0.809016994374916
0.572,0.30901699437492
0.573,-0.309016994375005
0.574,-0.809016994374968
0.575,-1
0.576,-0.809016994374922
0.577,-0.309016994374985
0.578,0.309016994374941
0.579,0.809016994374929
0.58,1
0.581,0.809016994374962
0.582,0.309016994374995
0.583,-0.30901699437493
0.584,-0.809016994374922
0.585,-1
0.586,-0.809016994374968
0.587,-0.309016994374951
0.588,0.30901699437492
0.589,0.809016994374949
0.59,1
0.591,0.809016994374941
0.592,0.309016994374961
0.593,-0.30901699437491
0.594,-0.809016994374943
0.595,-1
0.596,-0.809016994374948
0.597,-0.309016994374971
0.598,0.309016994374954
0.599,0.809016994374937
0.6,1
0.601,0.809016994374954
0.602,0.309016994374982
0.603,-0.309016994374943
0.604,-0.80901699437493
0.605,-1
0.606,-0.80901699437496
0.607,-0.309016994374938
0.608,0.309016994374933
0.609,0.809016994374957
0.61,1
0.611,0.809016994374967
0.612,0.309016994374948
0.613,-0.309016994374923
0.614,-0.809016994374951
0.615,-1
0.616,-0.809016994374939
0.617,-0.309016994374958
0.618,0.309016994374967
0.619,0.809016994374945
0.62,1
0.621,0.809016994374946
0.622,0.309016994374969
0.623,-0.309016994374957
0.624,-0.809016994374938
0.625,-1
0.626,-0.809016994374952
0.627,-0.309016994374925
0.628,0.309016994374946
0.629,0.809016994374966
0.63,1
0.631,0.809016994374958
0.632,0.309016994374935
0.633,-0.309016994374936
0.634,-0.809016994374959
0.635,-1
0.636,-0.809016994374931
0.637,-0.309016994374945
0.638,0.30901699437498
0.639,0.809016994374953
0.64,1
0.641,0.809016994374938
0.642,0.309016994374956
0.643,-0.30901699437497
0.644,-0.809016994374946
0.645,-1
0.646,-0.809016994374944
0.647,-0.309016994374912
0.648,0.309016994374959
0.649,0.80901699437494
0.65,1
0.651,0.809016994374951
0.652,0.309016994374922
0.653,-0.309016994374949
0.654,-0.809016994374967
0.655,-1
0.656,-0.809016994374924
0.657,-0.309016994374932
0.658,0.309016994374993
0.659,0.809016994374961
0.66,1
0.661,0.80901699437493
0.662,0.309016994374943
0.663,-0.309016994374983
0.664,-0.809016994374955
0.665,-1
0.666,-0.809016994374936
0.667,-0.309016994374899
0.668,0.309016994374972
0.669,0.809016994374948
0.67,1
0.671,0.809016994374943
0.672,0.309016994374909
0.673,-0.309016994374962
0.674,-0.809016994374975
0.675,-1
0.676,-0.809016994374915
0.677,-0.309016994374919
0.678,0.309016994374952
0.679,0.809016994374969
0.68,1
0.681,0.809016994374922
0.682,0.309016994374929
0.683,-0.309016994374996
0.684,-0.809016994374963
0.685,-1
0.686,-0.809016994374928
0.687,-0.309016994374886
0.688,0.309016994374985
0.689,0.809016994374956
0.69,1
0.691,0.809016994374934
0.692,0.309016994374896
0.693,-0.309016994374975
0.694,-0.809016994374983
0.695,-1
0.696,-0.809016994374907
0.697,-0.309016994374906
0.698,0.309016994374965
0.699,0.809016994374977
0.7,1
0.701,0.809016994374914
0.702,0.309016994374916
0.703,-0.309016994375009
0.704,-0.809016994374937
0.705,-1
0.706,-0.809016994374953
0.707,-0.309016994374981
0.708,0.309016994374944
0.709,0.809016994374931
0.71,1
0.711,0.80901699437496
0.712,0.309016994374991
0.713,-0.309016994374934
0.714,-0.809016994374925
0.715,-1
0.716,-0.809016994374966
0.717,-0.309016994374947
0.718,0.309016994374924
0.719,0.809016994374952
0.72,1
0.721,0.809016994374939
0.722,0.309016994374957
0.723,-0.309016994374914
0.724,-0.809016994374945
0.725,-1
0.726,-0.809016994374945
0.727,-0.309016994374968
0.728,0.309016994374957
0.729,0.809016994374939
0.73,1
0.731,0.809016994374952
0.732,0.309016994374978
0.733,-0.309016994374947
0.734,-0.809016994374933
0.735,-1
0.736,-0.809016994374958
0.737,-0.309016994374934
0.738,0.309016994374937
0.739,0.80901699437496
0.74,1
0.741,0.809016994374964
0.742,0.309016994374944
0.743,-0.309016994374927
0.744,-0.809016994374953
0.745,-1
0.746,-0.809016994374937
0.747,-0.309016994374955
0.748,0.309016994374971
0.749,0.809016994374947
0.75,1
0.751,0.809016994374944
0.752,0.309016994374965
0.753,-0.30901699437496
0.754,-0.809016994374941
0.755,-1
0.756,-0.80901699437495
0.757,-0.309016994374921
0.758,0.30901699437495
0.759,0.809016994374968
0.76,1
0.761,0.809016994374956
0.762,0.309016994374931
0.763,-0.30901699437494
0.764,-0.809016994374961
0.765,-1
0.766,-0.809016994374929
0.767,-0.309016994374942
0.768,0.309016994374984
0.769,0.809016994374955
0.77,1
0.771,0.809016994374936
0.772,0.309016994374952
0.773,-0.309016994374973
0.774,-0.809016994374949
0.775,-1
0.776,-0.809016994374942
0.777,-0.309016994374908
0.778,0.309016994374963
0.779,0.809016994374943
0.78,1
0.781,0.809016994374948
0.782,0.309016994374918
0.783,-0.309016994374953
0.784,-0.80901699437497
0.785,-1
0.786,-0.809016994374921
0.787,-0.309016994374929
0.788,0.309016994374997
0.789,0.809016994374963
0.79,1
0.791,0.809016994374927
0.792,0.309016994374939
0.793,-0.309016994374986
0.794,-0.809016994374957
0.795,-1
0.796,-0.809016994374934
0.797,-0.309016994374895
0.798,0.309016994374976
0.799,0.809016994374951
0.8,1
0.801,0.80901699437494
0.802,0.309016994374905
0.803,-0.309016994374966
0.804,-0.809016994374978
0.805,-1
0.806,-0.809016994374913
0.807,-0.309016994374916
0.808,0.309016994374956
0.809,0.809016994374971
0.81,1
0.811,0.809016994374919
0.812,0.309016994374926
0.813,-0.309016994374999
0.814,-0.809016994374965
0.815,-1
0.816,-0.809016994374926
0.817,-0.309016994374936
0.818,0.309016994374935
0.819,0.809016994374992
0.82,1
0.821,0.809016994374932
0.822,0.309016994374946
0.823,-0.309016994375033
0.824,-0.809016994374986
0.825,-1
0.826,-0.809016994374938
0.827,-0.309016994374957
0.828,0.309016994375023
0.829,0.809016994374979
0.83,1
0.831,0.809016994374945
0.832,0.309016994374859
0.833,-0.309016994374904
0.834,-0.809016994374906
0.835,-1
0.836,-0.809016994374951
0.837,-0.309016994374977
0.838,0.309016994374894
0.839,0.809016994374967
0.84,1
0.841,0.809016994374957
0.842,0.309016994374987
0.843,-0.309016994374884
0.844,-0.80901699437496
0.845,-1
0.846,-0.809016994374964
0.847,-0.309016994374998
0.848,0.309016994374982
0.849,0.809016994374954
0.85,1
0.851,0.80901699437497
0.852,0.309016994375008
0.853,-0.309016994374971
0.854,-0.809016994374948
0.855,-1
0.856,-0.809016994374976
0.857,-0.30901699437491
0.858,0.309016994374961
0.859,0.809016994374941
0.86,1
0.861,0.809016994374983
0.862,0.30901699437492
0.863,-0.309016994374951
0.864,-0.809016994374935
0.865,-1
0.866,-0.809016994374922
0.867,-0.30901699437493
0.868,0.309016994374941
0.869,0.809016994374929
0.87,1
0.871,0.809016994374929
0.872,0.309016994374941
0.873,-0.30901699437493
0.874,-0.809016994374922
0.875,-1
0.876,-0.809016994374935
0.877,-0.309016994374951
0.878,0.30901699437492
0.879,0.809016994374983
0.88,1
0.881,0.809016994374941
0.882,0.309016994374961
0.883,-0.30901699437491
0.884,-0.809016994374976
0.885,-1
0.886,-0.809016994374948
0.887,-0.309016994374971
0.888,0.309016994375008
0.889,0.80901699437497
0.89,1
0.891,0.809016994374954
0.892,0.309016994374982
0.893,-0.309016994374998
0.894,-0.809016994374964
0.895,-1
0.896,-0.80901699437496
0.897,-0.309016994374884
0.898,0.309016994374987
0.899,0.809016994374957
0.9,1
0.901,0.809016994374967
0.902,0.309016994374894
0.903,-0.309016994374977
0.904,-0.809016994374951
0.905,-1
0.906,-0.809016994374906
0.907,-0.309016994374904
0.908,0.309016994374967
0.909,0.809016994374945
0.91,1
0.911,0.809016994374912
0.912,0.309016994374915
0.913,-0.309016994374957
0.914,-0.809016994374938
0.915,-1
0.916,-0.809016994374919
0.917,-0.309016994374925
0.918,0.309016994374946
0.919,0.809016994374932
0.92,1
0.921,0.809016994374925
0.922,0.309016994374935
0.923,-0.309016994374936
0.924,-0.809016994374993
0.925,-1
0.926,-0.809016994374931
0.927,-0.309016994374945
0.928,0.309016994374926
0.929,0.809016994374986
0.93,1
0.931,0.809016994374938
0.932,0.309016994374956
0.933,-0.309016994375024
0.934,-0.80901699437498
0.935,-1
0.936,-0.809016994374944
0.937,-0.309016994374858
0.938,0.309016994375013
0.939,0.809016994374974
0.94,1
0.941,0.809016994374951
0.942,0.309016994374868
0.943,-0.309016994375003
0.944,-0.809016994374967
0.945,-1
0.946,-0.80901699437489
0.947,-0.309016994374878
0.948,0.309016994374993
0.949,0.809016994374961
0.95,1
0.951,0.809016994374896
0.952,0.309016994374888
0.953,-0.309016994374983
0.954,-0.809016994374955
0.955,-1
0.956,-0.809016994374903
0.957,-0.309016994374899
0.958,0.309016994374972
0.959,0.809016994374948
0.96,1
0.961,0.809016994374976
0.962,0.309016994375017
0.963,-0.309016994374962
0.964,-0.809016994374942
0.965,-1
0.966,-0.809016994374982
0.967,-0.309016994374919
0.968,0.309016994374952
0.969,0.809016994374936
0.97,1
0.971,0.809016994374922
0.972,0.309016994374929
0.973,-0.309016994374942
0.974,-0.809016994374929
0.975,-1
0.976,-0.809016994374928
0.977,-0.30901699437494
0.978,0.309016994374931
0.979,0.809016994374923
0.98,1
0.981,0.809016994374934
0.982,0.30901699437495
0.983,-0.309016994374921
0.984,-0.809016994374917
0.985,-1
0.986,-0.809016994374941
0.987,-0.30901699437496
0.988,0.309016994374911
0.989,0.809016994374977
0.99,1
0.991,0.809016994374947
0.992,0.309016994374971
0.993,-0.309016994374901
0.994,-0.809016994374971
0.995,-1
0.996,-0.809016994374953
0.997,-0.309016994374981
0.998,0.309016994374999
0.999,0.809016994374964
1,1
